Territorial_Authority,Anzsoc_Division,Total_Victimisations,Price,Total_Population,School_Type,School_Count
Whanganui District,"Unlawful Entry With Intent/Burglary, Break and Enter",448,499207,48700,Intermediate,2
Whanganui District,"Unlawful Entry With Intent/Burglary, Break and Enter",448,499207,48700,Secondary (Year 7-15),1
Whanganui District,"Unlawful Entry With Intent/Burglary, Break and Enter",448,499207,48700,Secondary (Year 9-15),5
Whanganui District,"Unlawful Entry With Intent/Burglary, Break and Enter",448,499207,48700,Special School,1
Wellington City,"Abduction, Harassment and Other Related Offences Against a Person",9,1019077,213100,Activity Centre,1
Wellington City,"Abduction, Harassment and Other Related Offences Against a Person",9,1019077,213100,Composite,4
Wellington City,"Abduction, Harassment and Other Related Offences Against a Person",9,1019077,213100,Contributing,27
Wellington City,"Abduction, Harassment and Other Related Offences Against a Person",9,1019077,213100,Full Primary,32
Wellington City,"Abduction, Harassment and Other Related Offences Against a Person",9,1019077,213100,Intermediate,5
Wellington City,"Abduction, Harassment and Other Related Offences Against a Person",9,1019077,213100,Secondary (Year 9-15),11
Wellington City,"Abduction, Harassment and Other Related Offences Against a Person",9,1019077,213100,Special School,1
Wellington City,"Abduction, Harassment and Other Related Offences Against a Person",9,1019077,213100,Teen Parent Unit,1
Wellington City,Acts Intended to Cause Injury,1223,1019077,213100,Activity Centre,1
Wellington City,Acts Intended to Cause Injury,1223,1019077,213100,Composite,4
Wellington City,Acts Intended to Cause Injury,1223,1019077,213100,Contributing,27
Wellington City,Acts Intended to Cause Injury,1223,1019077,213100,Full Primary,32
Wellington City,Acts Intended to Cause Injury,1223,1019077,213100,Intermediate,5
Wellington City,Acts Intended to Cause Injury,1223,1019077,213100,Secondary (Year 9-15),11
Wellington City,Acts Intended to Cause Injury,1223,1019077,213100,Special School,1
Wellington City,Acts Intended to Cause Injury,1223,1019077,213100,Teen Parent Unit,1
Wellington City,"Robbery, Extortion and Related Offences",111,1019077,213100,Activity Centre,1
Wellington City,"Robbery, Extortion and Related Offences",111,1019077,213100,Composite,4
Wellington City,"Robbery, Extortion and Related Offences",111,1019077,213100,Contributing,27
Wellington City,"Robbery, Extortion and Related Offences",111,1019077,213100,Full Primary,32
Wellington City,"Robbery, Extortion and Related Offences",111,1019077,213100,Intermediate,5
Wellington City,"Robbery, Extortion and Related Offences",111,1019077,213100,Secondary (Year 9-15),11
Wellington City,"Robbery, Extortion and Related Offences",111,1019077,213100,Special School,1
Wellington City,"Robbery, Extortion and Related Offences",111,1019077,213100,Teen Parent Unit,1
Wellington City,Sexual Assault and Related Offences,136,1019077,213100,Activity Centre,1
Wellington City,Sexual Assault and Related Offences,136,1019077,213100,Composite,4
Wellington City,Sexual Assault and Related Offences,136,1019077,213100,Contributing,27
Wellington City,Sexual Assault and Related Offences,136,1019077,213100,Full Primary,32
Wellington City,Sexual Assault and Related Offences,136,1019077,213100,Intermediate,5
Wellington City,Sexual Assault and Related Offences,136,1019077,213100,Secondary (Year 9-15),11
Wellington City,Sexual Assault and Related Offences,136,1019077,213100,Special School,1
Wellington City,Sexual Assault and Related Offences,136,1019077,213100,Teen Parent Unit,1
Wellington City,Theft and Related Offences,4360,1019077,213100,Activity Centre,1
Wellington City,Theft and Related Offences,4360,1019077,213100,Composite,4
Wellington City,Theft and Related Offences,4360,1019077,213100,Contributing,27
Wellington City,Theft and Related Offences,4360,1019077,213100,Full Primary,32
Wellington City,Theft and Related Offences,4360,1019077,213100,Intermediate,5
Wellington City,Theft and Related Offences,4360,1019077,213100,Secondary (Year 9-15),11
Wellington City,Theft and Related Offences,4360,1019077,213100,Special School,1
Wellington City,Theft and Related Offences,4360,1019077,213100,Teen Parent Unit,1
Wellington City,"Unlawful Entry With Intent/Burglary, Break and Enter",944,1019077,213100,Activity Centre,1
Wellington City,"Unlawful Entry With Intent/Burglary, Break and Enter",944,1019077,213100,Composite,4
Wellington City,"Unlawful Entry With Intent/Burglary, Break and Enter",944,1019077,213100,Contributing,27
Wellington City,"Unlawful Entry With Intent/Burglary, Break and Enter",944,1019077,213100,Full Primary,32
Wellington City,"Unlawful Entry With Intent/Burglary, Break and Enter",944,1019077,213100,Intermediate,5
Wellington City,"Unlawful Entry With Intent/Burglary, Break and Enter",944,1019077,213100,Secondary (Year 9-15),11
Wellington City,"Unlawful Entry With Intent/Burglary, Break and Enter",944,1019077,213100,Special School,1
Wellington City,"Unlawful Entry With Intent/Burglary, Break and Enter",944,1019077,213100,Teen Parent Unit,1
Western Bay of Plenty District,"Abduction, Harassment and Other Related Offences Against a Person",3,976065,59700,Composite,2
Western Bay of Plenty District,"Abduction, Harassment and Other Related Offences Against a Person",3,976065,59700,Contributing,7
Western Bay of Plenty District,"Abduction, Harassment and Other Related Offences Against a Person",3,976065,59700,Full Primary,14
Western Bay of Plenty District,"Abduction, Harassment and Other Related Offences Against a Person",3,976065,59700,Intermediate,1
Western Bay of Plenty District,"Abduction, Harassment and Other Related Offences Against a Person",3,976065,59700,Secondary (Year 7-15),1
Western Bay of Plenty District,"Abduction, Harassment and Other Related Offences Against a Person",3,976065,59700,Secondary (Year 9-15),1
Western Bay of Plenty District,Acts Intended to Cause Injury,310,976065,59700,Composite,2
Western Bay of Plenty District,Acts Intended to Cause Injury,310,976065,59700,Contributing,7
Western Bay of Plenty District,Acts Intended to Cause Injury,310,976065,59700,Full Primary,14
Western Bay of Plenty District,Acts Intended to Cause Injury,310,976065,59700,Intermediate,1
Western Bay of Plenty District,Acts Intended to Cause Injury,310,976065,59700,Secondary (Year 7-15),1
Western Bay of Plenty District,Acts Intended to Cause Injury,310,976065,59700,Secondary (Year 9-15),1
Western Bay of Plenty District,"Robbery, Extortion and Related Offences",12,976065,59700,Composite,2
Western Bay of Plenty District,"Robbery, Extortion and Related Offences",12,976065,59700,Contributing,7
Western Bay of Plenty District,"Robbery, Extortion and Related Offences",12,976065,59700,Full Primary,14
Western Bay of Plenty District,"Robbery, Extortion and Related Offences",12,976065,59700,Intermediate,1
Western Bay of Plenty District,"Robbery, Extortion and Related Offences",12,976065,59700,Secondary (Year 7-15),1
Western Bay of Plenty District,"Robbery, Extortion and Related Offences",12,976065,59700,Secondary (Year 9-15),1
Western Bay of Plenty District,Sexual Assault and Related Offences,40,976065,59700,Composite,2
Western Bay of Plenty District,Sexual Assault and Related Offences,40,976065,59700,Contributing,7
Western Bay of Plenty District,Sexual Assault and Related Offences,40,976065,59700,Full Primary,14
Western Bay of Plenty District,Sexual Assault and Related Offences,40,976065,59700,Intermediate,1
Western Bay of Plenty District,Sexual Assault and Related Offences,40,976065,59700,Secondary (Year 7-15),1
Western Bay of Plenty District,Sexual Assault and Related Offences,40,976065,59700,Secondary (Year 9-15),1
Western Bay of Plenty District,Theft and Related Offences,607,976065,59700,Composite,2
Western Bay of Plenty District,Theft and Related Offences,607,976065,59700,Contributing,7
Western Bay of Plenty District,Theft and Related Offences,607,976065,59700,Full Primary,14
Western Bay of Plenty District,Theft and Related Offences,607,976065,59700,Intermediate,1
Western Bay of Plenty District,Theft and Related Offences,607,976065,59700,Secondary (Year 7-15),1
Western Bay of Plenty District,Theft and Related Offences,607,976065,59700,Secondary (Year 9-15),1
Western Bay of Plenty District,"Unlawful Entry With Intent/Burglary, Break and Enter",295,976065,59700,Composite,2
Western Bay of Plenty District,"Unlawful Entry With Intent/Burglary, Break and Enter",295,976065,59700,Contributing,7
Western Bay of Plenty District,"Unlawful Entry With Intent/Burglary, Break and Enter",295,976065,59700,Full Primary,14
Western Bay of Plenty District,"Unlawful Entry With Intent/Burglary, Break and Enter",295,976065,59700,Intermediate,1
Western Bay of Plenty District,"Unlawful Entry With Intent/Burglary, Break and Enter",295,976065,59700,Secondary (Year 7-15),1
Western Bay of Plenty District,"Unlawful Entry With Intent/Burglary, Break and Enter",295,976065,59700,Secondary (Year 9-15),1
Westland District,Acts Intended to Cause Injury,45,394958,8820,Composite,1
Westland District,Acts Intended to Cause Injury,45,394958,8820,Contributing,4
Westland District,Acts Intended to Cause Injury,45,394958,8820,Full Primary,6
Westland District,Acts Intended to Cause Injury,45,394958,8820,Secondary (Year 7-15),1
Westland District,"Robbery, Extortion and Related Offences",1,394958,8820,Composite,1
Westland District,"Robbery, Extortion and Related Offences",1,394958,8820,Contributing,4
Westland District,"Robbery, Extortion and Related Offences",1,394958,8820,Full Primary,6
Westland District,"Robbery, Extortion and Related Offences",1,394958,8820,Secondary (Year 7-15),1
Westland District,Sexual Assault and Related Offences,9,394958,8820,Composite,1
Westland District,Sexual Assault and Related Offences,9,394958,8820,Contributing,4
Westland District,Sexual Assault and Related Offences,9,394958,8820,Full Primary,6
Westland District,Sexual Assault and Related Offences,9,394958,8820,Secondary (Year 7-15),1
Westland District,Theft and Related Offences,49,394958,8820,Composite,1
Westland District,Theft and Related Offences,49,394958,8820,Contributing,4
Westland District,Theft and Related Offences,49,394958,8820,Full Primary,6
Westland District,Theft and Related Offences,49,394958,8820,Secondary (Year 7-15),1
Westland District,"Unlawful Entry With Intent/Burglary, Break and Enter",31,394958,8820,Composite,1
Westland District,"Unlawful Entry With Intent/Burglary, Break and Enter",31,394958,8820,Contributing,4
Westland District,"Unlawful Entry With Intent/Burglary, Break and Enter",31,394958,8820,Full Primary,6
Westland District,"Unlawful Entry With Intent/Burglary, Break and Enter",31,394958,8820,Secondary (Year 7-15),1
Whakatane District,"Abduction, Harassment and Other Related Offences Against a Person",2,728386,38300,Composite,6
Whakatane District,"Abduction, Harassment and Other Related Offences Against a Person",2,728386,38300,Contributing,4
Whakatane District,"Abduction, Harassment and Other Related Offences Against a Person",2,728386,38300,Full Primary,18
Whakatane District,"Abduction, Harassment and Other Related Offences Against a Person",2,728386,38300,Intermediate,1
Whakatane District,"Abduction, Harassment and Other Related Offences Against a Person",2,728386,38300,Secondary (Year 9-15),3
Whakatane District,"Abduction, Harassment and Other Related Offences Against a Person",2,728386,38300,Teen Parent Unit,1
Whakatane District,Acts Intended to Cause Injury,412,728386,38300,Composite,6
Whakatane District,Acts Intended to Cause Injury,412,728386,38300,Contributing,4
Whakatane District,Acts Intended to Cause Injury,412,728386,38300,Full Primary,18
Whakatane District,Acts Intended to Cause Injury,412,728386,38300,Intermediate,1
Whakatane District,Acts Intended to Cause Injury,412,728386,38300,Secondary (Year 9-15),3
Whakatane District,Acts Intended to Cause Injury,412,728386,38300,Teen Parent Unit,1
Whakatane District,"Robbery, Extortion and Related Offences",19,728386,38300,Composite,6
Whakatane District,"Robbery, Extortion and Related Offences",19,728386,38300,Contributing,4
Whakatane District,"Robbery, Extortion and Related Offences",19,728386,38300,Full Primary,18
Whakatane District,"Robbery, Extortion and Related Offences",19,728386,38300,Intermediate,1
Whakatane District,"Robbery, Extortion and Related Offences",19,728386,38300,Secondary (Year 9-15),3
Whakatane District,"Robbery, Extortion and Related Offences",19,728386,38300,Teen Parent Unit,1
Whakatane District,Sexual Assault and Related Offences,33,728386,38300,Composite,6
Whakatane District,Sexual Assault and Related Offences,33,728386,38300,Contributing,4
Whakatane District,Sexual Assault and Related Offences,33,728386,38300,Full Primary,18
Whakatane District,Sexual Assault and Related Offences,33,728386,38300,Intermediate,1
Whakatane District,Sexual Assault and Related Offences,33,728386,38300,Secondary (Year 9-15),3
Whakatane District,Sexual Assault and Related Offences,33,728386,38300,Teen Parent Unit,1
Whakatane District,Theft and Related Offences,794,728386,38300,Composite,6
Whakatane District,Theft and Related Offences,794,728386,38300,Contributing,4
Whakatane District,Theft and Related Offences,794,728386,38300,Full Primary,18
Whakatane District,Theft and Related Offences,794,728386,38300,Intermediate,1
Whakatane District,Theft and Related Offences,794,728386,38300,Secondary (Year 9-15),3
Whakatane District,Theft and Related Offences,794,728386,38300,Teen Parent Unit,1
Whakatane District,"Unlawful Entry With Intent/Burglary, Break and Enter",307,728386,38300,Composite,6
Whakatane District,"Unlawful Entry With Intent/Burglary, Break and Enter",307,728386,38300,Contributing,4
Whakatane District,"Unlawful Entry With Intent/Burglary, Break and Enter",307,728386,38300,Full Primary,18
Whakatane District,"Unlawful Entry With Intent/Burglary, Break and Enter",307,728386,38300,Intermediate,1
Whakatane District,"Unlawful Entry With Intent/Burglary, Break and Enter",307,728386,38300,Secondary (Year 9-15),3
Whakatane District,"Unlawful Entry With Intent/Burglary, Break and Enter",307,728386,38300,Teen Parent Unit,1
Whangarei District,"Abduction, Harassment and Other Related Offences Against a Person",11,736658,100500,Composite,6
Whangarei District,"Abduction, Harassment and Other Related Offences Against a Person",11,736658,100500,Contributing,19
Whangarei District,"Abduction, Harassment and Other Related Offences Against a Person",11,736658,100500,Full Primary,19
