X,Territorial_Authority,Anzsoc_Division,Total_Victimisations,Price,Total_Population,School_Type,School_Count
346,Whanganui District,Theft and Related Offences,1044,499207,48700,Composite,3
346,Whanganui District,Theft and Related Offences,1044,499207,48700,Contributing,11
346,Whanganui District,Theft and Related Offences,1044,499207,48700,Full Primary,17
346,Whanganui District,Theft and Related Offences,1044,499207,48700,Intermediate,2
346,Whanganui District,Theft and Related Offences,1044,499207,48700,Secondary (Year 7-15),1
346,Whanganui District,Theft and Related Offences,1044,499207,48700,Secondary (Year 9-15),5
346,Whanganui District,Theft and Related Offences,1044,499207,48700,Special School,1
347,Whanganui District,"Unlawful Entry With Intent/Burglary, Break and Enter",448,499207,48700,Composite,3
347,Whanganui District,"Unlawful Entry With Intent/Burglary, Break and Enter",448,499207,48700,Contributing,11
347,Whanganui District,"Unlawful Entry With Intent/Burglary, Break and Enter",448,499207,48700,Full Primary,17
347,Whanganui District,"Unlawful Entry With Intent/Burglary, Break and Enter",448,499207,48700,Intermediate,2
347,Whanganui District,"Unlawful Entry With Intent/Burglary, Break and Enter",448,499207,48700,Secondary (Year 7-15),1
347,Whanganui District,"Unlawful Entry With Intent/Burglary, Break and Enter",448,499207,48700,Secondary (Year 9-15),5
347,Whanganui District,"Unlawful Entry With Intent/Burglary, Break and Enter",448,499207,48700,Special School,1
348,Wellington City,"Abduction, Harassment and Other Related Offences Against a Person",9,1019077,213100,Activity Centre,1
348,Wellington City,"Abduction, Harassment and Other Related Offences Against a Person",9,1019077,213100,Composite,4
348,Wellington City,"Abduction, Harassment and Other Related Offences Against a Person",9,1019077,213100,Contributing,27
348,Wellington City,"Abduction, Harassment and Other Related Offences Against a Person",9,1019077,213100,Full Primary,32
348,Wellington City,"Abduction, Harassment and Other Related Offences Against a Person",9,1019077,213100,Intermediate,5
348,Wellington City,"Abduction, Harassment and Other Related Offences Against a Person",9,1019077,213100,Secondary (Year 9-15),11
348,Wellington City,"Abduction, Harassment and Other Related Offences Against a Person",9,1019077,213100,Special School,1
348,Wellington City,"Abduction, Harassment and Other Related Offences Against a Person",9,1019077,213100,Teen Parent Unit,1
349,Wellington City,Acts Intended to Cause Injury,1223,1019077,213100,Activity Centre,1
349,Wellington City,Acts Intended to Cause Injury,1223,1019077,213100,Composite,4
349,Wellington City,Acts Intended to Cause Injury,1223,1019077,213100,Contributing,27
349,Wellington City,Acts Intended to Cause Injury,1223,1019077,213100,Full Primary,32
349,Wellington City,Acts Intended to Cause Injury,1223,1019077,213100,Intermediate,5
349,Wellington City,Acts Intended to Cause Injury,1223,1019077,213100,Secondary (Year 9-15),11
349,Wellington City,Acts Intended to Cause Injury,1223,1019077,213100,Special School,1
349,Wellington City,Acts Intended to Cause Injury,1223,1019077,213100,Teen Parent Unit,1
350,Wellington City,"Robbery, Extortion and Related Offences",111,1019077,213100,Activity Centre,1
350,Wellington City,"Robbery, Extortion and Related Offences",111,1019077,213100,Composite,4
350,Wellington City,"Robbery, Extortion and Related Offences",111,1019077,213100,Contributing,27
350,Wellington City,"Robbery, Extortion and Related Offences",111,1019077,213100,Full Primary,32
350,Wellington City,"Robbery, Extortion and Related Offences",111,1019077,213100,Intermediate,5
350,Wellington City,"Robbery, Extortion and Related Offences",111,1019077,213100,Secondary (Year 9-15),11
350,Wellington City,"Robbery, Extortion and Related Offences",111,1019077,213100,Special School,1
350,Wellington City,"Robbery, Extortion and Related Offences",111,1019077,213100,Teen Parent Unit,1
351,Wellington City,Sexual Assault and Related Offences,136,1019077,213100,Activity Centre,1
351,Wellington City,Sexual Assault and Related Offences,136,1019077,213100,Composite,4
351,Wellington City,Sexual Assault and Related Offences,136,1019077,213100,Contributing,27
351,Wellington City,Sexual Assault and Related Offences,136,1019077,213100,Full Primary,32
351,Wellington City,Sexual Assault and Related Offences,136,1019077,213100,Intermediate,5
351,Wellington City,Sexual Assault and Related Offences,136,1019077,213100,Secondary (Year 9-15),11
351,Wellington City,Sexual Assault and Related Offences,136,1019077,213100,Special School,1
351,Wellington City,Sexual Assault and Related Offences,136,1019077,213100,Teen Parent Unit,1
352,Wellington City,Theft and Related Offences,4360,1019077,213100,Activity Centre,1
352,Wellington City,Theft and Related Offences,4360,1019077,213100,Composite,4
352,Wellington City,Theft and Related Offences,4360,1019077,213100,Contributing,27
352,Wellington City,Theft and Related Offences,4360,1019077,213100,Full Primary,32
352,Wellington City,Theft and Related Offences,4360,1019077,213100,Intermediate,5
352,Wellington City,Theft and Related Offences,4360,1019077,213100,Secondary (Year 9-15),11
352,Wellington City,Theft and Related Offences,4360,1019077,213100,Special School,1
352,Wellington City,Theft and Related Offences,4360,1019077,213100,Teen Parent Unit,1
353,Wellington City,"Unlawful Entry With Intent/Burglary, Break and Enter",944,1019077,213100,Activity Centre,1
353,Wellington City,"Unlawful Entry With Intent/Burglary, Break and Enter",944,1019077,213100,Composite,4
353,Wellington City,"Unlawful Entry With Intent/Burglary, Break and Enter",944,1019077,213100,Contributing,27
353,Wellington City,"Unlawful Entry With Intent/Burglary, Break and Enter",944,1019077,213100,Full Primary,32
353,Wellington City,"Unlawful Entry With Intent/Burglary, Break and Enter",944,1019077,213100,Intermediate,5
353,Wellington City,"Unlawful Entry With Intent/Burglary, Break and Enter",944,1019077,213100,Secondary (Year 9-15),11
353,Wellington City,"Unlawful Entry With Intent/Burglary, Break and Enter",944,1019077,213100,Special School,1
353,Wellington City,"Unlawful Entry With Intent/Burglary, Break and Enter",944,1019077,213100,Teen Parent Unit,1
354,Western Bay of Plenty District,"Abduction, Harassment and Other Related Offences Against a Person",3,976065,59700,Composite,2
354,Western Bay of Plenty District,"Abduction, Harassment and Other Related Offences Against a Person",3,976065,59700,Contributing,7
354,Western Bay of Plenty District,"Abduction, Harassment and Other Related Offences Against a Person",3,976065,59700,Full Primary,14
354,Western Bay of Plenty District,"Abduction, Harassment and Other Related Offences Against a Person",3,976065,59700,Intermediate,1
354,Western Bay of Plenty District,"Abduction, Harassment and Other Related Offences Against a Person",3,976065,59700,Secondary (Year 7-15),1
354,Western Bay of Plenty District,"Abduction, Harassment and Other Related Offences Against a Person",3,976065,59700,Secondary (Year 9-15),1
355,Western Bay of Plenty District,Acts Intended to Cause Injury,310,976065,59700,Composite,2
355,Western Bay of Plenty District,Acts Intended to Cause Injury,310,976065,59700,Contributing,7
355,Western Bay of Plenty District,Acts Intended to Cause Injury,310,976065,59700,Full Primary,14
355,Western Bay of Plenty District,Acts Intended to Cause Injury,310,976065,59700,Intermediate,1
355,Western Bay of Plenty District,Acts Intended to Cause Injury,310,976065,59700,Secondary (Year 7-15),1
355,Western Bay of Plenty District,Acts Intended to Cause Injury,310,976065,59700,Secondary (Year 9-15),1
356,Western Bay of Plenty District,"Robbery, Extortion and Related Offences",12,976065,59700,Composite,2
356,Western Bay of Plenty District,"Robbery, Extortion and Related Offences",12,976065,59700,Contributing,7
356,Western Bay of Plenty District,"Robbery, Extortion and Related Offences",12,976065,59700,Full Primary,14
356,Western Bay of Plenty District,"Robbery, Extortion and Related Offences",12,976065,59700,Intermediate,1
356,Western Bay of Plenty District,"Robbery, Extortion and Related Offences",12,976065,59700,Secondary (Year 7-15),1
356,Western Bay of Plenty District,"Robbery, Extortion and Related Offences",12,976065,59700,Secondary (Year 9-15),1
357,Western Bay of Plenty District,Sexual Assault and Related Offences,40,976065,59700,Composite,2
357,Western Bay of Plenty District,Sexual Assault and Related Offences,40,976065,59700,Contributing,7
357,Western Bay of Plenty District,Sexual Assault and Related Offences,40,976065,59700,Full Primary,14
357,Western Bay of Plenty District,Sexual Assault and Related Offences,40,976065,59700,Intermediate,1
357,Western Bay of Plenty District,Sexual Assault and Related Offences,40,976065,59700,Secondary (Year 7-15),1
357,Western Bay of Plenty District,Sexual Assault and Related Offences,40,976065,59700,Secondary (Year 9-15),1
358,Western Bay of Plenty District,Theft and Related Offences,607,976065,59700,Composite,2
358,Western Bay of Plenty District,Theft and Related Offences,607,976065,59700,Contributing,7
358,Western Bay of Plenty District,Theft and Related Offences,607,976065,59700,Full Primary,14
358,Western Bay of Plenty District,Theft and Related Offences,607,976065,59700,Intermediate,1
358,Western Bay of Plenty District,Theft and Related Offences,607,976065,59700,Secondary (Year 7-15),1
358,Western Bay of Plenty District,Theft and Related Offences,607,976065,59700,Secondary (Year 9-15),1
359,Western Bay of Plenty District,"Unlawful Entry With Intent/Burglary, Break and Enter",295,976065,59700,Composite,2
359,Western Bay of Plenty District,"Unlawful Entry With Intent/Burglary, Break and Enter",295,976065,59700,Contributing,7
359,Western Bay of Plenty District,"Unlawful Entry With Intent/Burglary, Break and Enter",295,976065,59700,Full Primary,14
359,Western Bay of Plenty District,"Unlawful Entry With Intent/Burglary, Break and Enter",295,976065,59700,Intermediate,1
359,Western Bay of Plenty District,"Unlawful Entry With Intent/Burglary, Break and Enter",295,976065,59700,Secondary (Year 7-15),1
359,Western Bay of Plenty District,"Unlawful Entry With Intent/Burglary, Break and Enter",295,976065,59700,Secondary (Year 9-15),1
360,Westland District,Acts Intended to Cause Injury,45,394958,8820,Composite,1
360,Westland District,Acts Intended to Cause Injury,45,394958,8820,Contributing,4
360,Westland District,Acts Intended to Cause Injury,45,394958,8820,Full Primary,6
360,Westland District,Acts Intended to Cause Injury,45,394958,8820,Secondary (Year 7-15),1
361,Westland District,"Robbery, Extortion and Related Offences",1,394958,8820,Composite,1
361,Westland District,"Robbery, Extortion and Related Offences",1,394958,8820,Contributing,4
361,Westland District,"Robbery, Extortion and Related Offences",1,394958,8820,Full Primary,6
361,Westland District,"Robbery, Extortion and Related Offences",1,394958,8820,Secondary (Year 7-15),1
362,Westland District,Sexual Assault and Related Offences,9,394958,8820,Composite,1
362,Westland District,Sexual Assault and Related Offences,9,394958,8820,Contributing,4
362,Westland District,Sexual Assault and Related Offences,9,394958,8820,Full Primary,6
362,Westland District,Sexual Assault and Related Offences,9,394958,8820,Secondary (Year 7-15),1
363,Westland District,Theft and Related Offences,49,394958,8820,Composite,1
363,Westland District,Theft and Related Offences,49,394958,8820,Contributing,4
363,Westland District,Theft and Related Offences,49,394958,8820,Full Primary,6
363,Westland District,Theft and Related Offences,49,394958,8820,Secondary (Year 7-15),1
364,Westland District,"Unlawful Entry With Intent/Burglary, Break and Enter",31,394958,8820,Composite,1
364,Westland District,"Unlawful Entry With Intent/Burglary, Break and Enter",31,394958,8820,Contributing,4
364,Westland District,"Unlawful Entry With Intent/Burglary, Break and Enter",31,394958,8820,Full Primary,6
364,Westland District,"Unlawful Entry With Intent/Burglary, Break and Enter",31,394958,8820,Secondary (Year 7-15),1
365,Whakatane District,"Abduction, Harassment and Other Related Offences Against a Person",2,728386,38300,Composite,6
365,Whakatane District,"Abduction, Harassment and Other Related Offences Against a Person",2,728386,38300,Contributing,4
365,Whakatane District,"Abduction, Harassment and Other Related Offences Against a Person",2,728386,38300,Full Primary,18
365,Whakatane District,"Abduction, Harassment and Other Related Offences Against a Person",2,728386,38300,Intermediate,1
365,Whakatane District,"Abduction, Harassment and Other Related Offences Against a Person",2,728386,38300,Secondary (Year 9-15),3
365,Whakatane District,"Abduction, Harassment and Other Related Offences Against a Person",2,728386,38300,Teen Parent Unit,1
366,Whakatane District,Acts Intended to Cause Injury,412,728386,38300,Composite,6
366,Whakatane District,Acts Intended to Cause Injury,412,728386,38300,Contributing,4
366,Whakatane District,Acts Intended to Cause Injury,412,728386,38300,Full Primary,18
366,Whakatane District,Acts Intended to Cause Injury,412,728386,38300,Intermediate,1
366,Whakatane District,Acts Intended to Cause Injury,412,728386,38300,Secondary (Year 9-15),3
366,Whakatane District,Acts Intended to Cause Injury,412,728386,38300,Teen Parent Unit,1
367,Whakatane District,"Robbery, Extortion and Related Offences",19,728386,38300,Composite,6
367,Whakatane District,"Robbery, Extortion and Related Offences",19,728386,38300,Contributing,4
367,Whakatane District,"Robbery, Extortion and Related Offences",19,728386,38300,Full Primary,18
367,Whakatane District,"Robbery, Extortion and Related Offences",19,728386,38300,Intermediate,1
367,Whakatane District,"Robbery, Extortion and Related Offences",19,728386,38300,Secondary (Year 9-15),3
367,Whakatane District,"Robbery, Extortion and Related Offences",19,728386,38300,Teen Parent Unit,1
368,Whakatane District,Sexual Assault and Related Offences,33,728386,38300,Composite,6
368,Whakatane District,Sexual Assault and Related Offences,33,728386,38300,Contributing,4
368,Whakatane District,Sexual Assault and Related Offences,33,728386,38300,Full Primary,18
368,Whakatane District,Sexual Assault and Related Offences,33,728386,38300,Intermediate,1
368,Whakatane District,Sexual Assault and Related Offences,33,728386,38300,Secondary (Year 9-15),3
368,Whakatane District,Sexual Assault and Related Offences,33,728386,38300,Teen Parent Unit,1
369,Whakatane District,Theft and Related Offences,794,728386,38300,Composite,6
